"","date","time","timezone","content","replies","retweets","likes","hashtags"
"1","2018-04-08","23:58:19","Hora est. Pacífico, Sudamérica","Hay una palabra para el #DebateCaribe y es: MEMORABLE efecto bumerang -->  pic.twitter.com/TuBzSL9AJw","2","32","29","#DebateCaribe"
"2","2018-04-08","23:49:15","Hora est. Pacífico, Sudamérica","Acabo de ver el #DebateCaribe presidencial en @UninorteCO y cada vez esta mas clara mi intención de voto por @sergio_fajardo. Me gusta las ganas de conciliar y colaborar con otros partidos para construir un país <Emoji: Flag of Colombia> prospero para todos.","0","1","2","#DebateCaribe"
"3","2018-04-08","23:41:26","Hora est. Pacífico, Sudamérica","@DebateCol Tan bueno como el #DebateCaribe el impecable análisis de @eduardomackenz1  http://www.periodicodebate.com/index.php/opinion/columnistas-nacionales/item/18612-el-debate-en-barranquilla-un-punto-de-vista?utm_source=feedburner&utm_medium=email&utm_campaign=Feed:+Portada-PeridicoDebate-PeridicoDebate+(Portada+-+Peri … vía @debatecol pic.twitter.com/fHbYQ3owXA","1","17","10","#DebateCaribe"
"4","2018-04-08","23:37:41","Hora est. Pacífico, Sudamérica","Quedé muy contenta con los resultados de #debatecaribe en @UninorteCO.  Espacio en que los estudiantes, los empresarios y la ciudadanía pudo escuchar de viva voz las ideas de quienes aspiran a liderar el destino de Colombia. Uninorte sigue trabajando para formar buenos ciudadanos","0","1","14","#debatecaribe"
"5","2018-04-08","23:30:00","Hora est. Pacífico, Sudamérica","Esta semana en @lasillacaribe: Los expertos de nuestra Red Caribe debaten sobre el #DebateCaribe.   http://lasillavacia.com/silla-llena/red-caribe/conversacion/como-les-parecieron-las-intervenciones-de-los-candidatos-en-el#comment-203462 …","0","0","0","#DebateCaribe,#comment"
"6","2018-04-08","23:23:37","Hora est. Pacífico, Sudamérica","· La tuteada en el Debate Caribe-Humberto de la Calle (en tono jocoso y con una sonrisa en la boca, preguntó): mi estimado Iván, ¿por qué no me defines cuál es la idea que tú tienes de los derechos de las...  https://www.facebook.com/orietta.garces/posts/10216067961708722 …","0","0","0",""
"7","2018-04-08","23:21:21","Hora est. Pacífico, Sudamérica","Me gustó un video de @YouTube  http://youtu.be/bMEfRgi2hb8?a  2do Debate Presidencial | #DebateCaribe","0","0","0","#DebateCaribe"
"8","2018-04-08","23:17:40","Hora est. Pacífico, Sudamérica","#CoalicionColombia #debatecaribe  https://twitter.com/edgardogr1972/status/983006611177443328 …","0","0","0","#CoalicionColombia,#debatecaribe"
"9","2018-04-08","23:04:33","Hora est. Pacífico, Sudamérica","Álvaro Uribe fue el que contrato por primera vez a JJ Rendón para que hiciera campaña negra. Y desde ahí no deja de utilizar la misma estratégia. #DebateCaribe","0","1","0","#DebateCaribe"
"10","2018-04-08","22:52:58","Hora est. Pacífico, Sudamérica","Ese es mi candidato Debate Caribe: Desempeño de Iván Duque, de pollo a gallo https://search.app.goo.gl/7jVnr Compartido desde mi feed de Google","0","0","0",""
"11","2018-04-08","22:49:36","Hora est. Pacífico, Sudamérica","¿Vieron #DebateCaribe? ¿Vieron lo que produjo el discurso de odio de #IvánDuque al hablar sobre las FARC? Peleas entre los asistentes y a él ni le importó y Lleras lo único que se hizo fue burlarse.","0","0","1","#DebateCaribe,#IvánDuque"
"12","2018-04-08","22:44:12","Hora est. Pacífico, Sudamérica","Lo que no nos mostraron del #DebateCaribe <Emoji: Purple heart>  pic.twitter.com/zjcUDNVMVV","0","1","10","#DebateCaribe"
"13","2018-04-08","22:22:28","Hora est. Pacífico, Sudamérica","@IvanCepedaCast @JohnJGutierrezV @camiloard @silotna Más bn lea así se le quita lo petristas y no la.peinan tan fácil   http://www.semana.com/nacion/articulo/debate-caribe-desempeno-de-ivan-duque-de-pollo-a-gallo/562978 …Debate Caribe: Desempeño de Iván Duque, de pollo a gallo http://www.semana.com/nacion/articulo/debate-caribe-desempeno-de-ivan-duque-de-pollo-a-gallo/562978 …","0","0","0",""
"14","2018-04-08","22:20:35","Hora est. Pacífico, Sudamérica","Quizá es lo que quizo decir @DeLaCalleHum en el debate Caribe en U del Norte con ""Alianza colombianista para el futuro de esta nación"". Eso sería excelente. Un realinderamiento de los partidos frente a la disyuntiva actual de vida o muerte, guerra o paz. El momento nos convoca.  https://twitter.com/carloshtorivera/status/983099683554947072 …","0","0","0",""
"15","2018-04-08","22:15:58","Hora est. Pacífico, Sudamérica","La verdad sobre el debate caribe  https://twitter.com/RevistaSemana/status/983043884870766593 …","0","0","0",""
"16","2018-04-08","22:07:44","Hora est. Pacífico, Sudamérica","Me ha gustado un vídeo de @YouTube ( http://youtu.be/GBEJcfvccPM?a  - GUSTAVO PETRO VENCE DE NUEVO AL DE ÁLVARO URIBE - DEBATE CARIBE -","0","0","0",""
"17","2018-04-08","21:53:15","Hora est. Pacífico, Sudamérica","Ayer descubrí que sí hay uribistas inocentes y estudiados. Son igualitos a los demás, solo que escriben sus dogmas sin errores de ortografía #LaNoche24h #NadaEsTanTristeComo #PetroGanaElDebate #DebateEnAntioquia #DebateCaribe #ColombiaHumana #Ecopetrol #MedioAmbiente","0","0","0","#LaNoche24h,#NadaEsTanTristeComo,#PetroGanaElDebate,#DebateEnAntioquia,#DebateCaribe,#ColombiaHumana,#Ecopetrol,#MedioAmbiente"
"18","2018-04-08","21:44:21","Hora est. Pacífico, Sudamérica","Buen resumen del #DebateEnAntioquia aunque el carnudo fue el #DebateCaribe Pasamos de cero debates a ¡dos por semana! @CarlosCortes https://twitter.com/lasillavacia/status/982976327778291712 …","0","1","1","#DebateEnAntioquia,#DebateCaribe"
"19","2018-04-08","21:42:51","Hora est. Pacífico, Sudamérica","María Antonia Pardo6 de abril a las 15:36 · La tuteada en el Debate Caribe-Humberto de la Calle (en tono jocoso y con una sonrisa en la boca, preguntó): mi estimado Iván, ¿por qué no me defines cuál es la...  https://www.facebook.com/orietta.garces/posts/10216067451535968 …","0","0","0",""
"20","2018-04-08","21:36:19","Hora est. Pacífico, Sudamérica","@aloporfavorcol @IvanDuque @elespectador Este formato no es fiable, puede ser un fracaso, el mejor fue el debate caribe","0","0","1",""
"21","2018-04-08","21:29:43","Hora est. Pacífico, Sudamérica","Buenaventura es un símbolo Pacifico. La deuda social es con las regiones y una de las más golpeadas es #Tura Bienvenido el #DebatePacífico , ojalá esté tan carnudo como el #DebateCaribe  https://twitter.com/tonsanjr/status/983091071562473476 …","1","4","3","#Tura,#DebatePacífico,#DebateCaribe"
"22","2018-04-08","21:19:56","Hora est. Pacífico, Sudamérica","Me ha gustado un vídeo de @YouTube ( http://youtu.be/GBEJcfvccPM?a  - GUSTAVO PETRO VENCE DE NUEVO AL DE ÁLVARO URIBE - DEBATE CARIBE -","0","0","0",""
"23","2018-04-08","21:05:11","Hora est. Pacífico, Sudamérica","2do Debate Presidencial | #DebateCaribe  http://sharewww.com/lr2m5  pic.twitter.com/kxPDiFCcrP","0","0","0","#DebateCaribe"
"24","2018-04-08","20:34:04","Hora est. Pacífico, Sudamérica","@IvanDuque demostró que no es un pollo sino un “gallo con espuelas” http://www.semana.com/nacion/articulo/debate-caribe-desempeno-de-ivan-duque-de-pollo-a-gallo/562978 …#DebateCaribe","0","0","0","#DebateCaribe"
"25","2018-04-08","20:26:27","Hora est. Pacífico, Sudamérica","GUSTAVO PETRO VENCE DE NUEVO AL  DE ÁLVARO URIBE -  DEBATE CARIBE - NOTI...  https://youtu.be/GBEJcfvccPM  vía @YouTube","0","1","1",""
"26","2018-04-08","20:14:29","Hora est. Pacífico, Sudamérica","""Trapitos al sol"". Mi #Caricatura del #domingo publicada en @elheraldoco #DebateCaribe  pic.twitter.com/M2Yq0eZpnq","1","26","83","#Caricatura,#domingo,#DebateCaribe"
"27","2018-04-08","20:08:03","Hora est. Pacífico, Sudamérica","#records #DebateCaribe con el liderazgo del futuro presidente @IvanDuque acumula 4 dias de tendencia sostenida en @Twitter Eso se llama liderazgo genuino, no obstante que @leydelmontes, en calidad de empleado de @BluRadio_Co insista en endiosar a @German_Vargas @marco_schwartz","0","0","1","#records,#DebateCaribe"
"28","2018-04-08","20:05:56","Hora est. Pacífico, Sudamérica","@DeLaCalleHum NO, NOS ENGAÑARAN  MAS, DR HUMBERTO.EXCELENTE RESPUESTA DE DUQUE EN EL GRAN DEBATE CARIBE. MUCHOS LIBERALES DE PURA CASTA ESTAMOS CON DUQUE PRESIDENTE, EL MÁS INTELIGENTE","1","0","1",""
"29","2018-04-08","19:53:29","Hora est. Pacífico, Sudamérica","Señores @RevistaSemana les dijeron que si no ganaba @IvanDuque les hacían algo? Los están chantajeando? Extorsionando? No se queden callados... DENUNCIEN. #Elecciones2018 #DebateCaribe","0","0","1","#Elecciones2018,#DebateCaribe"
"30","2018-04-08","19:27:08","Hora est. Pacífico, Sudamérica","#DebateCaribe los candidatos mostraron el cobre que acabó con diplomacia. Duque con decencia y gallardía mostró no su diplomacia, sino su educación... #DuquePresidenteEnPrimeraVuelta","0","0","2","#DebateCaribe,#DuquePresidenteEnPrimeraVuelta"
"31","2018-04-08","19:21:57","Hora est. Pacífico, Sudamérica","Me gustó un video de @YouTube  http://youtu.be/bMEfRgi2hb8?a  2do Debate Presidencial | #DebateCaribe","0","0","0","#DebateCaribe"
"32","2018-04-08","19:09:06","Hora est. Pacífico, Sudamérica","Indice gini del que habla @petrogustavo en #DebateCaribe #desigualdad #Corrupción  https://datos.bancomundial.org/indicador/SI.POV.GINI?locations=CO … #PetroPresidente #CaribeColombiano pic.twitter.com/Tq5g754O5V","0","0","0","#DebateCaribe,#desigualdad,#Corrupción,#PetroPresidente,#CaribeColombiano"
"33","2018-04-08","18:46:11","Hora est. Pacífico, Sudamérica","Venga Duque. Le están tirando duro, porque saben que les puede ganar a esa bola de corruptos. #DebateCaribe #DuqueGanaElDebate","0","0","0","#DebateCaribe,#DuqueGanaElDebate"
"34","2018-04-08","18:41:01","Hora est. Pacífico, Sudamérica","#DebateEnAntioquia #DebateCaribe #debatespresidenciales #blueradio #laW Es que acaso por ser mujeres no pueden ser escuchadas tambien? pic.twitter.com/GXeNWrijkc","0","0","1","#DebateEnAntioquia,#DebateCaribe,#debatespresidenciales,#blueradio,#laW"
"35","2018-04-08","18:36:13","Hora est. Pacífico, Sudamérica","#DebateCaribe  pic.twitter.com/ogdO5FlLBP","0","0","0","#DebateCaribe"
"36","2018-04-08","18:19:43","Hora est. Pacífico, Sudamérica","Se conformó lo que podía llamarse un ‘tocoduq‘: todos contra Duque. Y en vez de hacerle daño, le hicieron un favor. #DuqueEsElQueEs #DebateCaribe @IvanDuque @CeDemocratico https://twitter.com/revistasemana/status/983043884870766593 …","0","0","4","#DuqueEsElQueEs,#DebateCaribe"
"37","2018-04-08","18:01:46","Hora est. Pacífico, Sudamérica","Hoy domingo me acuesto con mi mamá, y en vez de Netflix vimos el #DebateCaribe. Y así, escuchando a cada candidato, mi mamá, una acérrima uribista, se convenció, escuchando y razonando, que:","1","0","0","#DebateCaribe"
"38","2018-04-08","17:41:26","Hora est. Pacífico, Sudamérica","@arauca_simon @elespectador @ClaudiaLopez Realmente no es grave solo es una nota de salud que se suscitó a partir de una imagen curiosa que dejó el #DebateCaribe","0","0","0","#DebateCaribe"
"39","2018-04-08","17:25:10","Hora est. Pacífico, Sudamérica","Debate Caribe: Desempeño de Iván Duque, de pollo a gallo   http://www.semana.com/nacion/articulo/debate-caribe-desempeno-de-ivan-duque-de-pollo-a-gallo/562978 …","0","0","0",""
"40","2018-04-08","17:24:30","Hora est. Pacífico, Sudamérica","La política es pasajera y las verdaderas amistades para toda la vida, aveces eso hace la política separa a las personas sin que se den cuenta, no se dejen confundir. #FelizDomingo #Colombia #DebateCaribe","0","0","0","#FelizDomingo,#Colombia,#DebateCaribe"
"41","2018-04-08","17:22:38","Hora est. Pacífico, Sudamérica","Por el bien de mi país y mi familia voto por #HumertDelaCalle #DebateCaribe","0","0","1","#HumertDelaCalle,#DebateCaribe"
"42","2018-04-08","17:20:05","Hora est. Pacífico, Sudamérica","#LoMasLeido: Electricaribe, el tema coyuntural en el debate presidencial en Barranquilla#DebateCaribe #RegionCaribe #CostaColombia #DebatePresidencial<Emoji: Mobile phone with rightwards arrow at left> https://goo.gl/96JJbo  pic.twitter.com/bYHBFDbSU2","0","0","0","#LoMasLeido,#DebateCaribe,#RegionCaribe,#CostaColombia,#DebatePresidencial"
"43","2018-04-08","17:07:50","Hora est. Pacífico, Sudamérica","#debatecaribeque PETRO los peino a todos...no señores PETRO se peina solo con sus trinos  pic.twitter.com/gS3vOKWZgb","0","0","0","#debatecaribeque"
"44","2018-04-08","16:40:00","Hora est. Pacífico, Sudamérica","Rita Karanauskas, la cazamentiras, y su análisis del debate Caribe presidencial  http://ow.ly/vmiv30jlYCs  #OigoLAFM","2","4","1","#OigoLAFM"
"45","2018-04-08","16:32:56","Hora est. Pacífico, Sudamérica","@VickyDavilaH @jsanchezcristo @veranodelarosa @dumek_turbay @LINAPALMA @HENRYFOREROJ @marco_schwartz @jorgecura1070 @Fanny_Mikey Más cifras del #DebateCaribe en nuestros canales.En la transmisión vía YouTube del @CanalTelecaribe logramos 447.583 visualizaciones y 2.869 comentarios. pic.twitter.com/PIdoRr8HJC","0","5","11","#DebateCaribe"
"46","2018-04-08","16:31:14","Hora est. Pacífico, Sudamérica","@aloporfavorcol @DeLaCalleHum @elespectador Ya lo hace. En el #DebateCaribe fue el primero en quedarse en @UninorteCO en un lugar común de la universidad, para hablar con muchos estudiantes, quienes voluntariamente, sin que nadie los presionara, llegaron a escucharlo.","1","0","4","#DebateCaribe"
"47","2018-04-08","16:12:22","Hora est. Pacífico, Sudamérica","Ellos ""muestran el cobre"" y posan de grandes señores. El desespero que llaman.A propósito, todavía está turuleto con la despeinada que le pegó #DuquePresidente en debate caribe?  https://twitter.com/CARLOSFMEJIA/status/983006923736969216 …","0","0","0","#DuquePresidente"
"48","2018-04-08","15:49:06","Hora est. Pacífico, Sudamérica","Gran mentira de Ivan duque en el debate Caribe, impunidad es ausencia de pena, los acuerdos no contemplan eso. ¿Si habrá leído los acuerdos? Sería bueno que De la Calle se los explicara.","1","1","6",""
"49","2018-04-08","15:29:23","Hora est. Pacífico, Sudamérica","#DebateCaribeSerá que cuando Iván Duque dice ""que el la hace, la paga""; ¿se refiere a Álvaro Uribe Vélez, el peor bandido que ha parido Colombia, en su historia?","0","2","9","#DebateCaribeSerá"
"50","2018-04-08","15:10:10","Hora est. Pacífico, Sudamérica","#DebateCaribeSeñoras y señores, lo único cierto es que un debate más, y hasta Iván Duque termina voando por Gustavo Petro.","1","6","10","#DebateCaribeSeñoras"
"51","2018-04-08","15:09:37","Hora est. Pacífico, Sudamérica","#DebateCaribe <Emoji: Astonished face>  pic.twitter.com/eGIAgtLTrV","0","0","0","#DebateCaribe"
"52","2018-04-08","15:08:50","Hora est. Pacífico, Sudamérica","El #DebateCaribe también debe darse alrededor de las próximas elecciones atípicas de #Cartagena, a 4 semanas: ¿Qué futuro queremos y soñamos los cartageneros para la ciudad? #BastaYaActuemos el 6 de mayo votemos conscientes #LoHacemosPorTiCartagena @ElUniversalCtg @funcicar @lafm pic.twitter.com/o7EVtLHgFQ","0","2","2","#DebateCaribe,#Cartagena,#BastaYaActuemos,#LoHacemosPorTiCartagena"
"53","2018-04-08","15:08:43","Hora est. Pacífico, Sudamérica","@IvanDuque @petrogustavo @HimeldaJaramill @camilorubianobe Que mas argumento que pedirle al Sr Duque que si detesta la corrupción pues que se digne a salirse del partido que lo cobija, sumercé que debate Caribe vio? Hasta el Sr de la calle le peino a su Mesías.","0","0","0",""
"54","2018-04-08","14:58:48","Hora est. Pacífico, Sudamérica","Me ha gustado un vídeo de @YouTube ( http://youtu.be/x_Rr2BzfRrY?a  - #DebateCaribe Transmision de Telecaribe debate presidencial -","0","0","0","#DebateCaribe"
"55","2018-04-08","14:55:47","Hora est. Pacífico, Sudamérica","Venezolanos/Colombianos debemos ver cada debate presidencial #Colombia.Sé nada de política,pero en la pregunta final,ver a todos enfilar baterías contra @IvanDuque parece va encaminado a la presidencia.Ah! y @petrogustavo  es el chavista.#DebateCaribe https://youtu.be/xRuCvhLMtwk ","0","0","0","#Colombia,#DebateCaribe"
"56","2018-04-08","14:52:19","Hora est. Pacífico, Sudamérica","Retweeted Miller Soto (@millersoto):Hoy conversé con 4 personas que no sabían por quién votar antes de ver #DebateCaribe. Ahora aseguran que votarán por @IvanDuque. Algunas razones:1. Respondió con altura...  https://www.facebook.com/jjolivella.angulo/posts/10160637924610001 …","0","12","13","#DebateCaribe"
"57","2018-04-08","14:49:29","Hora est. Pacífico, Sudamérica","Las cifras del #DebateCaribe en nuestra fanpage, más de un millón de reproducciones y casi cien mil comentarios. <Emoji: Television> <Emoji: Mobile phone with rightwards arrow at left> <Emoji: Desktop computer> <Emoji: Right-pointing triangle>  pic.twitter.com/NKwFGCD6iq","2","13","34","#DebateCaribe"
"58","2018-04-08","14:35:46","Hora est. Pacífico, Sudamérica","@marco_schwartz, director de @elheraldoco dictó cátedra periodística sobre los debates televisados en #debatecaribe, a diferencia de #DebateEnAntioquia, herméticamente manipulado por el director de @RevistaSemana ¡Que desperdicio!","0","1","1","#debatecaribe,#DebateEnAntioquia"
"59","2018-04-08","14:20:07","Hora est. Pacífico, Sudamérica","#LoMasLeido: Electricaribe, el tema coyuntural en el debate presidencial en Barranquilla#DebateCaribe #RegionCaribe #CostaColombia #DebatePresidencial<Emoji: Mobile phone with rightwards arrow at left> https://goo.gl/96JJbo  pic.twitter.com/KVQ1Sa4deA","0","0","0","#LoMasLeido,#DebateCaribe,#RegionCaribe,#CostaColombia,#DebatePresidencial"
"60","2018-04-08","13:45:00","Hora est. Pacífico, Sudamérica","La historia no contada de el #DebateCaribe  http://bit.ly/2H5Dpj6  pic.twitter.com/Kt9fV6pPGl","3","5","4","#DebateCaribe"
"61","2018-04-08","13:42:32","Hora est. Pacífico, Sudamérica","LOS DEL SISTEMA, PAYASOS PARA CONFUNDIR, QUEDARON CORTOS AL LADO DE LA CLARIDAD Y EL AMOR QUE PETRO SIENTE POR COLOMBIA. 2do Debate Presidencial | #DebateCaribe  https://youtu.be/bMEfRgi2hb8  vía @YouTube","0","1","2","#DebateCaribe"
"62","2018-04-08","13:35:10","Hora est. Pacífico, Sudamérica","@matadoreltiempo @GustavoBolivar yo pensaba votar por ivan duque pero viendo el DEBATE CARIBE me veo en la obligacion de conceguirle 10 votos mas...","0","1","1",""
"63","2018-04-08","13:28:50","Hora est. Pacífico, Sudamérica","El unico lugar donde Vargas Lleras será mas nombrado que cuando cuenten los votos será en Twitter Jejeje #debateCaribe","0","1","3","#debateCaribe"
"64","2018-04-08","13:27:49","Hora est. Pacífico, Sudamérica","@vanjerono @sepega_ @egonayerbe En el debate Caribe de la Calle sento posición sobre estos puntos.","1","0","1",""
"65","2018-04-08","13:24:15","Hora est. Pacífico, Sudamérica","@petrogustavo @JIPenC Ud ha visto las plazas donde asiste @German_Vargas ha visto la calidad de los debates? Por el contrario observó como quedó su candidato en el debate caribe? Sensatez que los veré en su techo. Saludos..!","2","0","1",""
"66","2018-04-08","13:10:12","Hora est. Pacífico, Sudamérica","@IvanDuque @DeLaCalleHum Tan inaceptable como sus ataques en el #DebateCaribe? En vez de lanzar propuestas","0","3","5","#DebateCaribe"
"67","2018-04-08","13:08:39","Hora est. Pacífico, Sudamérica","""Trapitos al sol"". Mi #Caricatura del #domingo publicada en @elheraldoco. #DebateCaribe  pic.twitter.com/2pVUFcIaX4","1","5","12","#Caricatura,#domingo,#DebateCaribe"
"68","2018-04-08","12:12:40","Hora est. Pacífico, Sudamérica","A Don Duque en qué época lo educaron parece un párvulo repita y repita la misma lección qué tal qué se le olvide una coma, se le embarra a Uribe o si no pregúntele al gobernador del tolima  #DebateCaribe","0","0","2","#DebateCaribe"
"69","2018-04-08","11:52:28","Hora est. Pacífico, Sudamérica",".@azableh es otro mediocre que dedica columna ofensiva a @IvanDuque en @ELTIEMPO. Parece que la trapedada recibida por los candidatos impolutos en #DebateCaribe se volvió personal y mandaron a este jumento con cerebro azucarado a atacar al único q puede sacar al país del gusanero","6","78","101","#DebateCaribe"
"70","2018-04-08","11:29:12","Hora est. Pacífico, Sudamérica","Petro hizo el video falso contra Duque, porque este les ganó el Debate Caribe (Vean Videos)  http://laotracara.co/destacados/todos-contra-ivan-duque-pero-este-les-gana-el-debate-caribe/ … pic.twitter.com/tklmDsgOwS","1","4","3",""
"71","2018-04-08","11:20:04","Hora est. Pacífico, Sudamérica","#LoMasLeido: Electricaribe, el tema coyuntural en el debate presidencial en Barranquilla#DebateCaribe #RegionCaribe #CostaColombia #DebatePresidencial<Emoji: Mobile phone with rightwards arrow at left> https://goo.gl/96JJbo  pic.twitter.com/yJ8DUKPCzg","0","0","1","#LoMasLeido,#DebateCaribe,#RegionCaribe,#CostaColombia,#DebatePresidencial"
"72","2018-04-08","11:07:48","Hora est. Pacífico, Sudamérica","Me gustó un video de @YouTube  http://youtu.be/bMEfRgi2hb8?a  2do Debate Presidencial | #DebateCaribe","0","0","0","#DebateCaribe"
"73","2018-04-08","11:04:22","Hora est. Pacífico, Sudamérica","Todo hay que decirlo: me gustaron las respuestas de @DeLaCalleHum en el 2do Debate Presidencial #DebateCaribeA demás de ser todo un caballero en el transcurrir del mismo.","0","1","2","#DebateCaribeA"
"74","2018-04-08","11:00:29","Hora est. Pacífico, Sudamérica","Alias aureliano el Carepalo ,#Decentes que hace el bandido impune de la estructura criminal del M19 ,hablando de ´´falsos positivos´´ si con su estructura criminal dejo un reguero de muertos,secuestrados y desaparecidos #DebateCaribe #petrojueguelimpio https://twitter.com/carlossuarezr/status/982710371453726720 …","0","3","7","#Decentes,#DebateCaribe,#petrojueguelimpio"
"75","2018-04-08","09:32:10","Hora est. Pacífico, Sudamérica","Tendencias de #BusquedasGoogle para los candidatos a la #presidenciaColombia @petrogustavo, @sergio_fajardo, @IvanDuque, @German_Vargas, @DeLaCalleHum, #Eleccionescolombia #ColombiaDecide #DebateCaribe: 8 Apr 2018 09:31:44 GMT  https://g.co/trends/1fsk7  via @GoogleTrends","0","0","0","#BusquedasGoogle,#presidenciaColombia,#Eleccionescolombia,#ColombiaDecide,#DebateCaribe"
"76","2018-04-08","08:20:07","Hora est. Pacífico, Sudamérica","#LoMasLeido: Electricaribe, el tema coyuntural en el debate presidencial en Barranquilla#DebateCaribe #RegionCaribe #CostaColombia #DebatePresidencial<Emoji: Mobile phone with rightwards arrow at left> https://goo.gl/96JJbo  pic.twitter.com/OX5bjMUZ1I","0","0","0","#LoMasLeido,#DebateCaribe,#RegionCaribe,#CostaColombia,#DebatePresidencial"
"77","2018-04-07","06:35:27","Hora est. Pacífico, Sudamérica","... mientras sigo dándole a la tecla... escuchemos el #DebateCaribe que me dijeron que estuvo bueno y no me había puesto al día... :) #SaturdayNight  https://www.facebook.com/Telecaribe/videos/1836083316443420/ …","0","0","2","#DebateCaribe,#SaturdayNight"
"78","2018-04-07","06:32:56","Hora est. Pacífico, Sudamérica","Me ha gustado un vídeo de @YouTube ( http://youtu.be/bMEfRgi2hb8?a  - 2do Debate Presidencial | #DebateCaribe).","0","0","0","#DebateCaribe"
"79","2018-04-07","06:06:19","Hora est. Pacífico, Sudamérica","Le hackearon la cuenta a la PhD. Está peor que Vargas Lleras, se le subió la bilis-rubina pues su candidato fue por la lana y salió trasquilado, #DebateCaribe#PetroJuegueLimpio https://twitter.com/Caidadelatorre/status/982823793159794688 …","0","2","2","#DebateCaribe,#PetroJuegueLimpio"
"80","2018-04-07","05:51:54","Hora est. Pacífico, Sudamérica","Me gustó un video de @YouTube  http://youtu.be/bMEfRgi2hb8?a  2do Debate Presidencial | #DebateCaribe","0","0","0","#DebateCaribe"
"81","2018-04-07","05:28:38","Hora est. Pacífico, Sudamérica","Luego de ver el debate Caribe me queda mas que claro que @sergio_fajardo @petrogustavo y @DeLaCalleHum tienen grandes similitudes en sus propuestas. Centrados en construir una mejor Colombia. El camino es la unión. #convergenciaXlapaz pic.twitter.com/18U7EvHnk7","0","0","0","#convergenciaXlapaz"
"82","2018-04-07","04:47:22","Hora est. Pacífico, Sudamérica","@w19900810 En el #DebateCaribe si el monitor no frena la rabia que le dió a Gustavo Petro la respuesta de Duque, seguro Petro hubiera quedado en el piso...No venga con peinadas que aún faltan debates y a Petro le tenemos la CREMA No 4 lista para el próximo MARCA CENTRO DEMOCRÁTICO... GRATIS","1","0","2","#DebateCaribe"
"83","2018-04-07","04:22:55","Hora est. Pacífico, Sudamérica","#ColombiaDecide #PetroJuegueLimpio #Elecciones2018 #DebateCaribeSeñor @petrogustavo , ¿por qué defiende a Lula? ¿Por qué Maduro lo defiende a usted? ¿Por qué Angela Robledo defiende a Chávez? Creo que tengo la respuesta, porque todos se tapan con la misma cobija! pic.twitter.com/DOhL5SlEbN","0","0","1","#ColombiaDecide,#PetroJuegueLimpio,#Elecciones2018,#DebateCaribeSeñor"
"84","2018-04-07","04:18:33","Hora est. Pacífico, Sudamérica","Desde que vi la pelicula epica de #gladiator de el 2.000 no havia visto batirse en arena politica un gran hombre @IvanDuque contra cuatro , y los atendio con las manos atrás #debatecaribe  pic.twitter.com/OBScK4sEYD","0","0","2","#gladiator,#debatecaribe"
"85","2018-04-07","04:06:54","Hora est. Pacífico, Sudamérica","#DebateCaribe #ColombiaDecide #PetroJuegueLimpio   Queridos Petristas, ¿han investigado quién es Lula? ¿Por qué Petro lo apoya tanto? ¿Por qué Maduro apoya a Petro? ¡Simple, todos se tapan con la misma cobija! pic.twitter.com/4Xi6HeKq9h","1","0","1","#DebateCaribe,#ColombiaDecide,#PetroJuegueLimpio"
"86","2018-04-07","03:53:05","Hora est. Pacífico, Sudamérica","Tan altivo el cerdo  @IvanDuque cuando @DeLaCalleHum lo tuteó #DebateCaribe","0","0","0","#DebateCaribe"
"87","2018-04-07","03:45:08","Hora est. Pacífico, Sudamérica","Opción 2. No lo digo yo, no lo dice Uribe, no lo dice el centro Democrático, no lo dice Duque. ¡Lo dice el dios Google! ¿Será que dirán que Google también esta comprado y es Uribestia? JAJAJ#DebateCaribe #ColombiaDecide  #NoALaIzquierda #DuquePresidente pic.twitter.com/JG3NPhvlsB","1","0","0","#DebateCaribe,#ColombiaDecide,#NoALaIzquierda,#DuquePresidente"
"88","2018-04-07","03:29:53","Hora est. Pacífico, Sudamérica","Despues de oir las mas de 2h de #DebateCaribe confirmo, #petropresidente ! No digo mas!","0","0","1","#DebateCaribe,#petropresidente"
"89","2018-04-07","03:28:04","Hora est. Pacífico, Sudamérica","Aquí una imágen que resume la visión de los candidatos. #DebatePresidencial #DebateCaribe #EleccionesColombia pic.twitter.com/WKlZb5LtXd","0","0","1","#DebatePresidencial,#DebateCaribe,#EleccionesColombia"
"90","2018-04-07","03:23:22","Hora est. Pacífico, Sudamérica","#DebateCaribe Fue bueno, el problema es que en Colombia la gran mayoría no vota por lo que ven en un debate ni porque se lean las propuestas sino por los memes del facebook o por quien le digan, no hay tal grado de madurez.","0","0","1","#DebateCaribe"
"91","2018-04-07","03:22:25","Hora est. Pacífico, Sudamérica","Debate Caribe | El Heraldo  https://www.elheraldo.co/columnas-de-opinion/debate-caribe-479278#sthash.FWwoXghp.uxfs … vía @elheraldoco","0","0","1","#sthash"
"92","2018-04-07","03:20:19","Hora est. Pacífico, Sudamérica","2do debate Presidencial #DebateCaribe https://youtu.be/bMEfRgi2hb8 ","0","0","0","#DebateCaribe"
"93","2018-04-07","03:14:05","Hora est. Pacífico, Sudamérica","Por qué se reian tanto de @sergio_fajardo cuando le tocaba hablar? jajajaja #DebateCaribe","0","0","0","#DebateCaribe"
