id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,retweet,user_rt
1000538126622838784,2018-05-26,19:44:13,-05,945373186945966080,CMiryam04,Vencer la corrupción y transformar nuestro país. Los invito a tomar la mejor opción por Colombia y un mejor futuro #ColombiaDecide,0,,0,,['#ColombiaDecide'],https://twitter.com/CMiryam04/status/1000538126622838784,False,
1000538111598891010,2018-05-26,19:44:09,-05,283881684,PedroJoseFCB,"#ColombiaDecide Mañana sal a votar, por cualquier candidato, por el que más te guste, vota en blanco, pero VOTA. No dejes que el destino del país quede en manos de otro. #EleccionesColombia #Elecciones2018",0,,3,,"['#ColombiaDecide', '#EleccionesColombia', '#Elecciones2018']",https://twitter.com/PedroJoseFCB/status/1000538111598891010,False,
1000538056682823680,2018-05-26,19:43:56,-05,170132380,mifero1216,"Me llamo Miguel Orozco y #MeDecidíPorPetro porque es el unico que puede vencer la corrupcion y cumplir con lo que dice la CPC, crear un estado social de derecho! #DeUnaPetroEn1eraVuelta #MañanaGanaPetro #ColombiaDecide",0,,2,,"['#MeDecidíPorPetro', '#DeUnaPetroEn1eraVuelta', '#MañanaGanaPetro', '#ColombiaDecide']",https://twitter.com/mifero1216/status/1000538056682823680,False,
1000537909148176386,2018-05-26,19:43:21,-05,79270719,DaRockMendez,Memes por si gana PetroMemes por si no pierde Petro#ColombiaDecide,0,,1,,['#ColombiaDecide'],https://twitter.com/DaRockMendez/status/1000537909148176386,False,
1000537692743131137,2018-05-26,19:42:29,-05,551212962,damorenoc1,¡Mañana votaciones!#ColombiaDecide,0,,0,,['#ColombiaDecide'],https://twitter.com/damorenoc1/status/1000537692743131137,False,
1000537691811958784,2018-05-26,19:42:29,-05,945373186945966080,CMiryam04,Invito a todos los colombianos a tomar la mejor decisión por un mejor futuro para nuestro país #ColombiaDecide,0,,0,,['#ColombiaDecide'],https://twitter.com/CMiryam04/status/1000537691811958784,False,
1000537290677080064,2018-05-26,19:40:53,-05,126784884,DinhoradelPilar,"Mañana a Votar por nuestras familias, por la Paz, por #Colombia#ColombiaDecide#Elecciones2018#EleccionesPresidenciales2018#VotacionesSeguras https://twitter.com/MauricioMunozL/status/1000534145225908224 …",0,,0,,"['#Colombia', '#ColombiaDecide', '#Elecciones2018', '#EleccionesPresidenciales2018', '#VotacionesSeguras']",https://twitter.com/DinhoradelPilar/status/1000537290677080064,False,
1000537264907223041,2018-05-26,19:40:47,-05,838355508,juliocesar_gp,Esa incertidumbre de tener memes celebrando la derrota de candidatos a la presidencia en primera vuelta y no saber cuales vas a usar.  #petro #delacalle #duque #fajardo #vargaslleras #colombia #presidente #elecciones #EleccionesColombia #EleccionesColombia2018 #ColombiaDecide,0,,1,,"['#petro', '#delacalle', '#duque', '#fajardo', '#vargaslleras', '#colombia', '#presidente', '#elecciones', '#EleccionesColombia', '#EleccionesColombia2018', '#ColombiaDecide']",https://twitter.com/juliocesar_gp/status/1000537264907223041,False,
1000537213153808385,2018-05-26,19:40:35,-05,1333217425,CAndresDiazC,"Pase quien pase: @petrogustavo , @sergio_fajardo o @DeLaCalleHum , en segunda vuelta voto por el que pase de ustedes. #ColombiaDecide #YoQuieroCambio En primera: #MañanaGanaPetro",0,,0,,"['#ColombiaDecide', '#YoQuieroCambio', '#MañanaGanaPetro']",https://twitter.com/CAndresDiazC/status/1000537213153808385,False,
1000537053648613378,2018-05-26,19:39:57,-05,248767037,Xnavarretec,@JuanManSantos @omarbula En hípica eso se llama correr en corral...van por el q llegue primero y luego se arrejuntan para repartirse la torta...esos miserables socialistas no son políticos ni politiqueros...son mafiosos que van a apoderarse del país...#ColombiaDecide #ColombiaAbrelosOjos,0,,1,,"['#ColombiaDecide', '#ColombiaAbrelosOjos']",https://twitter.com/Xnavarretec/status/1000537053648613378,False,
1000536984522240000,2018-05-26,19:39:40,-05,958951376419278848,Axel_Zei,Villavicencio - Meta #MañanaGanaPetro #PetroPresidente #MeDecidiPorPetro #ColombiaHumana #ColombiaDecide  pic.twitter.com/D5ggzzjnwF,0,,0,,"['#MañanaGanaPetro', '#PetroPresidente', '#MeDecidiPorPetro', '#ColombiaHumana', '#ColombiaDecide']",https://twitter.com/Axel_Zei/status/1000536984522240000,False,
1000536907074473985,2018-05-26,19:39:22,-05,155645639,JEstebanBurgos,Viví en una Bogotá diferente Gracias a este señor. Y quisiera que sus ideas también se puedan replicar en todo el país. No tengo dudas de mi voto de mañana #PetroPresidente #ColombiaHumana #ColombiaDecide. RT si para ti también está claro  pic.twitter.com/8QnQ62xADR,0,,0,,"['#PetroPresidente', '#ColombiaHumana', '#ColombiaDecide']",https://twitter.com/JEstebanBurgos/status/1000536907074473985,False,
1000536904763428864,2018-05-26,19:39:21,-05,250302214,gigivill_,Sería un triunfo para Colombia que la segunda vuelta quedara entre estos tres : @sergio_fajardo @DeLaCalleHum @petrogustavo Y dejar viendo un chispero a @IvanDuque y @vargasllerista Muchos soñamos con estos resultados. #ColombiaDecide   #Elecciones2018,0,,0,,"['#ColombiaDecide', '#Elecciones2018']",https://twitter.com/gigivill_/status/1000536904763428864,False,
1000536805362593792,2018-05-26,19:38:58,-05,783513963829071872,MaflaMena,"@IvanDuque @mluciaramirez @AlvaroUribeVel @CeDemocratico @EquipoDuque #DuqueEnPrimera #ElFuturoEsDeTodos #colombiadecide Con plena conviccion,mañana mi voto es por el mejor equipo, IVAN  DUQUE  y  MARTHA  LUCIA  RAMIREZ, por una Democracia plena,la libre empresa y mejor futuro<Emoji: Thumbs up sign>  pic.twitter.com/xKDAERheCN",0,,0,,"['#DuqueEnPrimera', '#ElFuturoEsDeTodos', '#colombiadecide']",https://twitter.com/MaflaMena/status/1000536805362593792,False,
1000536596922421248,2018-05-26,19:38:08,-05,126063726,mrmanuelrivero,#ColombiaDecide  https://www.instagram.com/p/BjQs-L1FNG5/?utm_source=ig_twitter_share&igshid=4gxm2j9hxhrc …,0,,0,,['#ColombiaDecide'],https://twitter.com/mrmanuelrivero/status/1000536596922421248,False,
1000536371906449409,2018-05-26,19:37:14,-05,1837717668,AGMDesarrollos,¡El Diario de AGM Desarrollos está disponible!  https://paper.li/AGMDesarrollos/1379986640?edition_id=184b6780-6146-11e8-9031-0cc47a0d15fd … #colombiadecide #túeliges,0,,0,,"['#colombiadecide', '#túeliges']",https://twitter.com/AGMDesarrollos/status/1000536371906449409,False,
1000536183829561350,2018-05-26,19:36:29,-05,3116711625,DaLopezGi,#ColombiaDecide #DebateFinal Juan Gemido Vargas.,0,,0,,"['#ColombiaDecide', '#DebateFinal']",https://twitter.com/DaLopezGi/status/1000536183829561350,False,
1000536111561760768,2018-05-26,19:36:12,-05,4343335762,ipxulaa,Me uno a la vida y a la Paz #MeDecidíPorPetro #MañanaGanaPetro #ColombiaDecide,0,,3,,"['#MeDecidíPorPetro', '#MañanaGanaPetro', '#ColombiaDecide']",https://twitter.com/ipxulaa/status/1000536111561760768,False,
1000536064606470146,2018-05-26,19:36:01,-05,2421990245,dianacandonga,"#ColombiaDecide por deshacerse de las fuerzas tradicionales que desde hace más de sesenta años se fortalecen a través del miedo, el terror y se perpetúan en el poder. Es tiempo de hacer el cambio. Independiente de cualquiera de los tres, porque son tres, vota a conciencia. VOTA.",0,,3,,['#ColombiaDecide'],https://twitter.com/dianacandonga/status/1000536064606470146,False,
